CRASH_DATE,CRASH_TIME,BOROUGH,ZIP_CODE,LATITUDE,LONGITUDE,LOCATION,ON_STREET_NAME,CROSS_STREET_NAME,OFF_STREET_NAME,INJURED_PERSONS,KILLED_PERSONS,INJURED_PEDESTRIANS,KILLED_PEDESTRIANS,INJURED_CYCLISTS,KILLED_CYCLISTS,INJURED_MOTORISTS,KILLED_MOTORISTS,CONTRIBUTING_FACTOR_VEHICLE_1,CONTRIBUTING_FACTOR_VEHICLE_2,CONTRIBUTING_FACTOR_VEHICLE_3,CONTRIBUTING_FACTOR_VEHICLE_4,CONTRIBUTING_FACTOR_VEHICLE_5,COLLISION_ID,VEHICLE_TYPE_1,VEHICLE_TYPE_2,VEHICLE_TYPE_3,VEHICLE_TYPE_4,VEHICLE_TYPE_5
08/15/2016,4:10,BRONX,10474,40.80816,-73.88866,POINT (-73.88866 40.80816),EAST BAY AVENUE                 ,CASANOVA STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3501613,PASSENGER VEHICLE,SMALL COM VEH(4 TIRES) ,,,
08/19/2016,8:05,BROOKLYN,11212,40.663494,-73.91015,POINT (-73.91015 40.663494),,,330       CHESTER STREET                ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3506237,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,
07/28/2016,18:05,,,40.8603,-73.892784,POINT (-73.892784 40.8603),WEBSTER AVENUE                  ,,,1,0,0,0,0,0,1,0,Other Vehicular,Driver Inattention/Distraction,,,,3491117,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,
08/03/2016,12:12,,,40.765125,-73.952126,POINT (-73.952126 40.765125),FDR DRIVE                       ,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3493895,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON
08/12/2016,16:30,,,40.683228,-73.907135,POINT (-73.907135 40.683228),BUSHWICK AVENUE                 ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3499223,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,
08/11/2016,18:00,,,,,,BROOKLYN QUEENS EXPRESSWAY RAMP ,,,0,0,0,0,0,0,0,0,Pavement Slippery,Unspecified,,,,3501857,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,
08/02/2016,14:50,MANHATTAN,10019,40.760967,-73.984955,POINT (-73.984955 40.760967),,,220       WEST 49 STREET                ,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3493262,PASSENGER VEHICLE,TAXI,,,
08/10/2016,9:30,,,,,,,,93        EAST DRIVE                    ,1,0,0,0,1,0,0,0,Unspecified,,,,,3533193,BICYCLE,,,,
08/07/2016,13:15,BRONX,10466,40.885803,-73.8616,POINT (-73.8616 40.885803),,,3901      WHITE PLAINS ROAD             ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3495572,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,
08/13/2016,17:19,MANHATTAN,10032,40.84103,-73.94463,POINT (-73.94463 40.84103),WEST 165 STREET                 ,RIVERSIDE DRIVE,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3500029,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,
08/12/2016,12:52,QUEENS,11379,40.722717,-73.87851,POINT (-73.87851 40.722717),62 AVENUE                       ,79 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3499264,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,
07/27/2016,15:17,,,40.843494,-73.83462,POINT (-73.83462 40.843494),MIDDLETOWN ROAD                 ,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3492716,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,
08/16/2016,20:48,,,40.824432,-73.873604,POINT (-73.873604 40.824432),MORRISON AVENUE                 ,BRUCKNER BOULEVARD,,1,0,0,0,0,0,1,0,Other Vehicular,Other Vehicular,,,,3504513,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,
08/10/2016,16:55,BRONX,10467,40.862217,-73.87052,POINT (-73.87052 40.862217),,,2440      BRONX PARK EAST               ,0,0,0,0,0,0,0,0,Unspecified,,,,,3498032,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
08/14/2016,19:16,,,40.6828,-73.90638,POINT (-73.90638 40.6828),BUSHWICK AVENUE                 ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3500453,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,
08/02/2016,14:20,,,40.76213,-73.82494,POINT (-73.82494 40.76213),38 AVENUE                       ,,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,3493706,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON
07/30/2016,1:10,MANHATTAN,10001,40.748188,-73.98608,POINT (-73.98608 40.748188),,,28        WEST 33 STREET                ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3491029,PASSENGER VEHICLE,PASSENGER VEHICLE,TAXI,TAXI,
08/06/2016,8:00,MANHATTAN,10027,40.810722,-73.94335,POINT (-73.94335 40.810722),,,393       LENOX AVENUE                  ,0,0,0,0,0,0,0,0,Unspecified,,,,,3495453,PASSENGER VEHICLE,OTHER,PASSENGER VEHICLE,,
08/15/2016,22:00,BROOKLYN,11203,40.649662,-73.92917,POINT (-73.92917 40.649662),,,482       EAST 51 STREET                ,0,0,0,0,0,0,0,0,Unspecified,,,,,3502420,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
08/16/2016,17:30,,,,,,3 AVENUE                        ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,3501814,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE
08/20/2016,8:00,,,40.669857,-73.95051,POINT (-73.95051 40.669857),EASTERN PARKWAY                 ,,,0,0,0,0,0,0,0,0,Reaction to Uninvolved Vehicle,Unspecified,,,,3505402,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,
08/08/2016,11:09,BRONX,10455,40.81846,-73.91489,POINT (-73.91489 40.81846),EAST 153 STREET                 ,ELTON AVENUE,,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,3496314,PASSENGER VEHICLE,VAN,PASSENGER VEHICLE,,
07/27/2016,12:30,,,,,,2 AVENUE                        ,EAST 114 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3489270,PASSENGER VEHICLE,,,,
08/02/2016,18:57,STATEN ISLAND,10306,40.58004,-74.11396,POINT (-74.11396 40.58004),TODT HILL ROAD                  ,RICHMOND ROAD,,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,,,,3493826,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,
07/15/2018,17:55,QUEENS,11413,,,,belt parkway                    ,springfield boulevard,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3941941,Sedan,Sedan,,,
07/29/2016,15:20,QUEENS,11413,40.678387,-73.745255,POINT (-73.745255 40.678387),,,224-01    133 AVENUE                    ,0,0,0,0,0,0,0,0,,,,,,3490725,PASSENGER VEHICLE,,,,
08/08/2016,19:15,,,40.734768,-73.861595,POINT (-73.861595 40.734768),LONG ISLAND EXPRESSWAY          ,,,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,,,,3496870,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
08/04/2016,8:44,BROOKLYN,11235,40.590633,-73.94976,POINT (-73.94976 40.590633),OCEAN AVENUE                    ,AVENUE Y,,0,0,0,0,0,0,0,0,Unspecified,,,,,3533004,PASSENGER VEHICLE,,,,
08/14/2016,14:30,,,40.60032,-73.98595,POINT (-73.98595 40.60032),,,STILLWELL AVENUE                        ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,3500957,BICYCLE,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON
08/02/2016,11:11,QUEENS,11422,40.660404,-73.730965,POINT (-73.730965 40.660404),FRANCIS LEWIS BOULEVARD         ,254 STREET,,0,0,0,0,0,0,0,0,Unsafe Speed,Driver Inattention/Distraction,,,,3493658,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,
08/14/2016,1:20,BRONX,10472,40.835857,-73.87213,POINT (-73.87213 40.835857),CROES AVENUE                    ,CROSS BRONX EXPRESSWAY,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3504481,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,
08/01/2016,22:00,,,40.745148,-73.93348,POINT (-73.93348 40.745148),VANDAM STREET                   ,QUEENS BOULEVARD,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Passing or Lane Usage Improper,,,,3493085,PASSENGER VEHICLE,PASSENGER VEHICLE,TAXI,PASSENGER VEHICLE,
08/13/2016,13:30,QUEENS,11691,40.595974,-73.75411,POINT (-73.75411 40.595974),,,245       BEACH 20 STREET               ,0,0,0,0,0,0,0,0,Reaction to Uninvolved Vehicle,Unspecified,,,,3499632,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,
08/04/2016,12:20,BROOKLYN,11215,40.6789,-73.98691,POINT (-73.98691 40.6789),,,514       UNION STREET                  ,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3495859,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,
08/08/2016,15:00,BROOKLYN,11231,40.679237,-73.99967,POINT (-73.99967 40.679237),3 PLACE                         ,CLINTON STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3508008,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
08/15/2016,9:10,,,40.671204,-73.90051,POINT (-73.90051 40.671204),HINSDALE STREET                 ,,,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,3501845,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PICK-UP TRUCK,
07/28/2016,8:45,MANHATTAN,10016,40.75112,-73.98053,POINT (-73.98053 40.75112),,,270       MADISON AVENUE                ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3489205,PASSENGER VEHICLE,,,,
07/29/2016,7:30,BRONX,10468,40.87329,-73.90187,POINT (-73.90187 40.87329),,,2840      SEDGWICK AVENUE               ,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3495594,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
08/02/2016,9:10,,,,,,FDR DRIVE                       ,EAST 115 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3493929,PASSENGER VEHICLE,PASSENGER VEHICLE,TAXI,PASSENGER VEHICLE,
08/14/2016,23:10,,,,,,WESTMINISTER ROAD               ,DORCHESTER ROAD,,1,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,3500306,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE
07/30/2016,4:38,,,40.702007,-73.821205,POINT (-73.821205 40.702007),JAMAICA AVENUE                  ,,,1,0,1,0,0,0,0,0,Alcohol Involvement,,,,,3492348,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
08/18/2016,21:18,QUEENS,11357,40.78086,-73.8088,POINT (-73.8088 40.78086),154 STREET                      ,20 AVENUE,,1,0,0,0,0,0,1,0,Alcohol Involvement,Unspecified,,,,3503348,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,
08/17/2016,8:00,BROOKLYN,11223,40.600838,-73.98125,POINT (-73.98125 40.600838),AVENUE S                        ,WEST 9 STREET,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Other Vehicular,,,,3502394,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,
08/06/2016,14:00,,,40.72738,-73.94575,POINT (-73.94575 40.72738),HUMBOLDT STREET                 ,,,0,0,0,0,0,0,0,0,Unspecified,,,,,3496643,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
08/13/2016,0:00,MANHATTAN,10012,40.72032,-73.99404,POINT (-73.99404 40.72032),DELANCEY STREET                 ,BOWERY,,0,0,0,0,0,0,0,0,Driver Inexperience,Driver Inexperience,,,,3499820,PASSENGER VEHICLE,PASSENGER VEHICLE,TAXI,PICK-UP TRUCK,
08/14/2016,13:00,,,40.664677,-73.84509,POINT (-73.84509 40.664677),BELT PARKWAY                    ,,,0,0,0,0,0,0,0,0,Unspecified,,,,,3500536,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
08/13/2016,14:08,,,,,,BRONX RIVER PARKWAY RAMP        ,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3500181,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,
08/10/2016,0:58,,,40.84474,-73.922585,POINT (-73.922585 40.84474),CROSS BRONX EXPY                ,,,1,0,0,0,0,0,1,0,Tire Failure/Inadequate,,,,,3506773,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
07/29/2016,16:00,QUEENS,11432,40.71343,-73.780594,POINT (-73.780594 40.71343),HILLSIDE AVENUE                 ,AVON STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,3490750,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE
07/15/2018,18:20,,,,,,,,101       EAST DRIVE                    ,0,0,0,0,0,0,0,0,Driver Inexperience,,,,,3944592,Bike,,,,
08/04/2016,17:40,MANHATTAN,10002,40.722816,-73.993095,POINT (-73.993095 40.722816),BOWERY                          ,STANTON STREET,,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,3494466,PASSENGER VEHICLE,OTHER,BUS,SPORT UTILITY / STATION WAGON,
08/15/2016,7:45,BRONX,10474,40.817497,-73.8885,POINT (-73.8885 40.817497),,,842       HUNTS POINT AVENUE            ,0,0,0,0,0,0,0,0,Unspecified,,,,,3502305,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
08/05/2016,15:30,,,40.860836,-73.87238,POINT (-73.87238 40.860836),BRONX RIVER PARKWAY             ,,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3494552,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON
08/01/2016,2:25,BRONX,10452,40.834232,-73.924545,POINT (-73.924545 40.834232),,,1105      JEROME AVENUE                 ,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,3491791,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,
08/11/2016,8:30,,,40.666187,-73.79176,POINT (-73.79176 40.666187),BELT PARKWAY                    ,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3499657,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,
08/02/2016,14:12,BRONX,10463,40.877235,-73.91781,POINT (-73.91781 40.877235),JOHNSON AVENUE                  ,KAPPOCK STREET,,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,3498661,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
08/09/2016,12:20,QUEENS,11101,40.752975,-73.91024,POINT (-73.91024 40.752975),51 STREET                       ,NORTHERN BOULEVARD,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3497694,PASSENGER VEHICLE,PASSENGER VEHICLE,PICK-UP TRUCK,PASSENGER VEHICLE,
07/28/2016,14:00,,,40.591473,-73.93918,POINT (-73.93918 40.591473),HARING STREET                   ,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3492828,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,
08/08/2016,12:47,,,40.635387,-74.16622,POINT (-74.16622 40.635387),,,176       SOUTH AVENUE                  ,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,3496961,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
08/09/2016,11:23,,,,,,SHORE PARKWAY                   ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3497232,PICK-UP TRUCK,PICK-UP TRUCK,,,
08/07/2016,15:00,BROOKLYN,11236,40.640892,-73.88606,POINT (-73.88606 40.640892),,,10527     FLATLANDS 7 STREET            ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3495704,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,
08/17/2016,20:16,BRONX,10458,40.86502,-73.89277,POINT (-73.89277 40.86502),EAST 194 STREET                 ,BRIGGS AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3502386,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
08/05/2016,15:57,BROOKLYN,11236,40.644863,-73.91113,POINT (-73.91113 40.644863),REMSEN AVENUE                   ,FOSTER AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3495692,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,
07/31/2016,20:09,MANHATTAN,10019,40.762394,-73.97861,POINT (-73.97861 40.762394),AVENUE OF THE AMERICAS          ,WEST 54 STREET,,0,0,0,0,0,0,0,0,Passing Too Closely,Passing Too Closely,,,,3493257,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PICK-UP TRUCK,
08/06/2016,21:40,,,40.541126,-74.21777,POINT (-74.21777 40.541126),BLOOMINGDALE ROAD               ,WOODROW ROAD,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3496211,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,
08/17/2016,12:45,MANHATTAN,10002,40.714394,-73.98627,POINT (-73.98627 40.714394),,,240       EAST BROADWAY                 ,0,0,0,0,0,0,0,0,Passing Too Closely,,,,,3503810,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
08/06/2016,17:50,STATEN ISLAND,10305,40.59808,-74.081474,POINT (-74.081474 40.59808),NORWAY AVENUE                   ,KERMIT AVENUE,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,3496198,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,
08/05/2016,22:40,BRONX,10456,40.824066,-73.908714,POINT (-73.908714 40.824066),3 AVENUE                        ,EAST 163 STREET,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,3498589,PASSENGER VEHICLE,PASSENGER VEHICLE,TAXI,PASSENGER VEHICLE,
08/15/2016,7:35,,,40.815327,-73.93576,POINT (-73.93576 40.815327),EAST 139 STREET                 ,5 AVENUE,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Driver Inattention/Distraction,,,,3501561,PASSENGER VEHICLE,VAN,SPORT UTILITY / STATION WAGON,,
07/29/2016,9:20,,,,,,,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3490453,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
08/15/2016,15:25,,,40.75507,-73.89002,POINT (-73.89002 40.75507),NORTHERN BOULEVARD              ,,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,3502106,PASSENGER VEHICLE,PASSENGER VEHICLE,PICK-UP TRUCK,PASSENGER VEHICLE,
08/19/2016,0:10,,,40.7437,-73.83594,POINT (-73.83594 40.7437),COLLEGE POINT BOULEVARD         ,,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3503349,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,
08/17/2016,0:00,BROOKLYN,11234,40.61975,-73.91591,POINT (-73.91591 40.61975),AVENUE N                        ,EAST 64 STREET,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3505346,PASSENGER VEHICLE,VAN,PASSENGER VEHICLE,,
08/13/2016,10:53,,,40.642864,-74.01266,POINT (-74.01266 40.642864),54 STREET                       ,,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Unspecified,,,,3500316,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,
08/05/2016,17:15,QUEENS,11415,40.712,-73.82546,POINT (-73.82546 40.712),QUEENS BOULEVARD                ,83 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3495142,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,TAXI,
08/09/2016,8:15,,,40.703934,-73.959854,POINT (-73.959854 40.703934),BROOKLYN QUEENS EXPRESSWAY      ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3498188,PASSENGER VEHICLE,PICK-UP TRUCK,PASSENGER VEHICLE,,
08/06/2016,19:29,BRONX,10472,40.8283,-73.88296,POINT (-73.88296 40.8283),WESTCHESTER AVENUE              ,BRONX RIVER AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3497155,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,
07/28/2016,5:00,,,40.667778,-73.80127,POINT (-73.80127 40.667778),VAN WYCK EXPWY                  ,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3489808,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
08/15/2016,8:30,BROOKLYN,11213,40.663555,-73.93162,POINT (-73.93162 40.663555),EMPIRE BOULEVARD                ,UTICA AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3501801,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
07/30/2016,22:00,QUEENS,11354,40.76285,-73.83293,POINT (-73.83293 40.76285),NORTHERN BOULEVARD              ,PRINCE STREET,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3491312,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,
08/18/2016,13:00,MANHATTAN,10036,40.756138,-73.98318,POINT (-73.98318 40.756138),WEST 44 STREET                  ,AVENUE OF THE AMERICAS,,1,0,0,0,1,0,0,0,Backing Unsafely,Unspecified,,,,3503847,BICYCLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,BICYCLE,
08/11/2016,23:30,MANHATTAN,10128,40.783245,-73.94473,POINT (-73.94473 40.783245),1 AVENUE                        ,EAST 96 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3498505,PASSENGER VEHICLE,PASSENGER VEHICLE,TAXI,PASSENGER VEHICLE,
08/03/2016,18:23,,,40.76369,-73.87925,POINT (-73.87925 40.76369),ASTORIA BOULEVARD               ,25 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3496913,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,
08/05/2016,20:00,BRONX,10460,40.838318,-73.88504,POINT (-73.88504 40.838318),,,1852      VYSE AVENUE                   ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3494540,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
07/29/2016,14:36,BROOKLYN,11201,40.698357,-73.99631,POINT (-73.99631 40.698357),CLARK STREET                    ,COLUMBIA HEIGHTS,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3495110,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,
08/15/2016,7:00,BRONX,10454,40.80684,-73.9275,POINT (-73.9275 40.80684),BRUCKNER BOULEVARD              ,ALEXANDER AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3500850,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
08/19/2016,18:20,MANHATTAN,10018,40.752766,-73.983215,POINT (-73.983215 40.752766),,,40        WEST 40 STREET                ,0,0,0,0,0,0,0,0,Passenger Distraction,Unspecified,,,,3503852,MOTORCYCLE,VAN,MOTORCYCLE,,
08/15/2016,20:16,,,,,,THROGS NECK BRIDGE              ,,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,3501645,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
07/30/2016,4:40,QUEENS,11432,40.708405,-73.797806,POINT (-73.797806 40.708405),,,88-40     164 STREET                    ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3492377,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PICK-UP TRUCK,
07/29/2016,18:50,,,40.678394,-73.94692,POINT (-73.94692 40.678394),NEW YORK AVENUE                 ,,,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Unspecified,,,,3492253,PASSENGER VEHICLE,OTHER,PASSENGER VEHICLE,,
08/13/2016,11:20,BROOKLYN,11226,40.646515,-73.958115,POINT (-73.958115 40.646515),REGENT PLACE                    ,FLATBUSH AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,3512811,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
08/16/2016,18:30,BRONX,10468,40.86092,-73.902374,POINT (-73.902374 40.86092),,,2375      JEROME AVENUE                 ,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3502380,PASSENGER VEHICLE,PASSENGER VEHICLE,PICK-UP TRUCK,PASSENGER VEHICLE,
08/08/2016,13:00,BROOKLYN,11226,40.64485,-73.96002,POINT (-73.96002 40.64485),BEVERLEY ROAD                   ,OCEAN AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,3497319,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE
08/13/2016,21:10,QUEENS,11412,40.691746,-73.76205,POINT (-73.76205 40.691746),,,189-12    LINDEN BOULEVARD              ,1,0,1,0,0,0,0,0,Unspecified,,,,,3499750,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
